   Nr |                      x |               math.tan |              cont_frac |            poly_approx |   err_frac |   err_poly 
 1351 |      1.363102796925763 |      4.745355390665249 |      4.745355390666250 |      4.745355396966724 |   1.00e-12 |   6.30e-09
 1352 |      0.534559477878012 |      0.592058202107238 |      0.592058202108237 |      0.592047992623066 |   9.99e-13 |   1.02e-05
 1353 |     -0.327736230981940 |     -0.339997461121029 |     -0.339997461120029 |     -0.339997417700927 |   1.00e-12 |   4.34e-08
 1354 |     -1.553407018865763 |    -57.500804864274059 |    -57.500804864272759 |    -57.500804864274251 |   1.30e-12 |   1.92e-13
 1355 |      1.374158139256516 |      5.019766537017610 |      5.019766537018609 |      5.019766540873864 |   9.99e-13 |   3.86e-09
 1356 |     -1.264860192464442 |     -3.166035298335189 |     -3.166035298334189 |     -3.166035501270296 |   1.00e-12 |   2.03e-07
 1357 |     -0.571157188133001 |     -0.642602372377265 |     -0.642602372376265 |     -0.642580820218931 |   1.00e-12 |   2.16e-05
 1358 |     -1.323958091624109 |     -3.968620647748089 |     -3.968620647747087 |     -3.968620677414648 |   1.00e-12 |   2.97e-08
 1359 |     -0.667243038810069 |     -0.787776529659075 |     -0.787776529658075 |     -0.787650307679811 |   1.00e-12 |   1.26e-04
 1360 |     -0.640283790079566 |     -0.744985023290042 |     -0.744985023289042 |     -0.744906209395126 |   1.00e-12 |   7.88e-05
 1361 |      1.421405650777428 |      6.643987049311302 |      6.643987049312292 |      6.643987049637857 |   9.90e-13 |   3.27e-10
 1362 |     -0.784732222441077 |     -0.998669004255082 |     -0.998669004254082 |     -0.997848233516723 |   1.00e-12 |   8.21e-04
 1363 |     -0.111437762161117 |     -0.111901357102789 |     -0.111901357101789 |     -0.111901357102496 |   1.00e-12 |   2.93e-13
 1364 |     -1.207667988183340 |     -2.631726928845471 |     -2.631726928844460 |     -2.631727867678308 |   1.01e-12 |   9.39e-07
 1365 |     -0.397951310307464 |     -0.420380403888847 |     -0.420380403887847 |     -0.420380028457398 |   1.00e-12 |   3.75e-07
 1366 |      0.762274714343761 |      0.954790444696427 |      0.954790444697427 |      0.954205063288938 |   1.00e-12 |   5.85e-04
